hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
City Hotel,0,733,2015,February,49,14,1,1,2,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,E,F,0,No Deposit,1,Transient-Party,96.91918365874653,0,0,Check-Out
Resort Hotel,0,73,2017,February,27,31,2,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,F,0,Non Refund,1,Transient,138.09748376753356,1,2,Check-Out
City Hotel,0,540,2016,April,31,21,1,4,1,0,0,BB,PRT,Online TA,Direct,0,0,0,A,E,0,No Deposit,2,Transient,125.98787226487505,0,0,Check-Out
City Hotel,1,592,2016,January,12,13,2,2,2,0,0,SC,GBR,Direct,TA/TO,1,0,0,B,E,0,No Deposit,1,Transient,89.85214353523224,0,5,Check-Out
City Hotel,0,580,2015,April,39,4,0,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,A,0,Non Refund,0,Transient,72.84219939762109,0,2,Check-Out
City Hotel,0,519,2015,September,41,11,2,4,1,0,0,BB,PRT,Online TA,TA/TO,1,0,0,D,D,0,Non Refund,0,Transient,51.31542941959869,0,0,Check-Out
City Hotel,1,581,2017,February,1,3,1,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,3,A,A,0,No Deposit,2,Transient,159.16599165336936,0,2,Canceled
Resort Hotel,0,55,2015,May,11,14,1,5,2,2,0,BB,PRT,Direct,TA/TO,0,0,0,D,E,0,No Deposit,2,Transient,32.856540135428276,0,0,Canceled
City Hotel,0,44,2015,August,24,8,1,3,2,0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.27591057638583,0,0,Canceled
Resort Hotel,0,564,2015,May,19,18,2,2,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,174.4211333373894,0,2,Check-Out
City Hotel,1,737,2016,June,31,23,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,1,No Deposit,3,Transient,85.81627618880202,1,2,Canceled
City Hotel,1,485,2017,February,14,11,0,3,4,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,E,A,0,No Deposit,0,Transient-Party,116.92514788897226,0,0,Check-Out
Resort Hotel,0,398,2017,July,32,17,2,1,2,1,0,BB,Other,Offline TA/TO,Direct,0,0,0,A,A,1,No Deposit,1,Transient,235.5655527598425,0,0,Canceled
City Hotel,1,688,2016,April,44,29,1,2,1,0,0,BB,BRA,Online TA,Direct,0,1,0,D,A,0,No Deposit,0,Transient,108.40705874508663,0,1,Check-Out
Resort Hotel,0,188,2016,June,3,12,1,2,1,0,0,BB,Other,Corporate,TA/TO,0,0,1,C,A,0,No Deposit,0,Group,114.08744764272856,0,0,Check-Out
City Hotel,1,31,2015,May,14,19,0,4,1,0,0,BB,ESP,Direct,TA/TO,0,0,1,D,A,0,No Deposit,1,Transient,98.57311807997705,0,0,Check-Out
City Hotel,1,548,2016,December,18,25,1,1,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,E,D,0,No Deposit,1,Transient,83.28846850159957,0,0,Check-Out
City Hotel,1,222,2016,July,39,6,0,2,3,0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,D,A,0,No Deposit,0,Transient-Party,107.9757756921146,0,1,Canceled
City Hotel,0,332,2016,June,21,13,3,6,3,0,0,BB,Other,Direct,TA/TO,0,0,0,A,E,0,No Deposit,1,Transient,30.647312929124695,0,3,No-Show
City Hotel,0,207,2015,March,44,7,1,1,3,0,0,BB,PRT,Direct,TA/TO,0,0,0,D,K,0,No Deposit,0,Transient,76.34515021805558,0,0,Check-Out
City Hotel,0,38,2017,August,28,1,2,3,1,0,1,BB,GBR,Corporate,TA/TO,0,0,0,F,A,0,No Deposit,0,Transient,156.9312021614334,0,0,Check-Out
Resort Hotel,0,666,2016,March,16,8,3,4,1,0,0,BB,USA,Direct,TA/TO,0,1,0,A,G,0,No Deposit,1,Transient,41.12538048995504,0,0,Check-Out
City Hotel,0,310,2017,February,38,27,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,Transient-Party,95.24625250116601,0,0,Check-Out
City Hotel,1,530,2015,June,33,30,1,6,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,Transient,239.9070307545113,0,1,Canceled
City Hotel,0,625,2016,December,52,2,0,4,2,0,0,BB,FRA,Corporate,TA/TO,0,0,1,A,E,1,No Deposit,0,Group,159.41281793012408,0,2,Check-Out
City Hotel,0,626,2015,October,17,24,1,5,2,0,0,BB,ITA,Online TA,Direct,0,0,0,A,A,1,No Deposit,0,Group,125.13780209639117,1,1,Check-Out
City Hotel,0,359,2016,December,38,30,0,1,1,1,0,HB,GBR,Groups,TA/TO,0,0,0,A,C,0,Non Refund,1,Transient,100.87134134605503,0,1,Check-Out
City Hotel,1,579,2016,October,6,14,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,E,1,No Deposit,2,Transient,133.96164400702665,0,0,Check-Out
City Hotel,0,285,2017,April,20,22,2,1,1,0,0,SC,PRT,Online TA,TA/TO,0,0,1,D,A,0,No Deposit,1,Transient,126.94124622762902,0,0,Check-Out
Resort Hotel,1,471,2016,August,29,16,2,4,1,0,0,BB,FRA,Online TA,Direct,0,0,0,G,E,0,No Deposit,0,Transient,78.53027280361124,0,0,Check-Out
City Hotel,0,346,2016,March,1,18,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,D,0,No Deposit,0,Transient,144.3111797646738,0,0,Check-Out
City Hotel,0,291,2016,August,42,29,1,3,1,2,1,BB,DEU,Direct,TA/TO,1,0,1,C,D,0,No Deposit,0,Transient-Party,64.50958706855964,0,5,Check-Out
Resort Hotel,1,227,2015,December,18,15,2,5,4,0,0,BB,PRT,Direct,TA/TO,0,0,0,D,E,0,No Deposit,1,Transient,65.85633151446743,0,1,Check-Out
City Hotel,0,365,2016,February,41,6,1,2,2,0,0,BB,FRA,Corporate,TA/TO,0,0,0,E,E,0,Non Refund,0,Transient-Party,8.394315480417092,0,0,Check-Out
City Hotel,0,709,2016,July,21,1,1,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,D,4,No Deposit,2,Transient,100.04441626939311,0,0,Canceled
Resort Hotel,0,450,2016,August,15,2,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,35.11892885021558,0,0,Check-Out
City Hotel,0,210,2015,February,50,14,2,6,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,2,A,D,0,No Deposit,2,Transient,127.79387060253377,0,0,Check-Out
Resort Hotel,0,245,2016,December,36,7,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,F,A,0,No Deposit,1,Transient-Party,129.5452849424971,0,0,Canceled
Resort Hotel,0,163,2016,September,16,12,2,2,1,0,0,BB,FRA,Groups,TA/TO,0,0,0,D,A,2,No Deposit,0,Group,60.388793103733335,0,0,Canceled
City Hotel,1,659,2015,September,24,9,1,2,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,24.414087850423257,0,0,Check-Out
City Hotel,0,178,2016,March,50,16,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,1,1,B,C,0,No Deposit,0,Transient,182.0714789225961,0,1,Check-Out
City Hotel,0,679,2016,April,11,24,2,2,1,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,0,Group,108.76402037474962,0,0,Canceled
City Hotel,0,563,2017,September,28,1,0,5,1,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,G,1,No Deposit,1,Transient,100.65533226904091,0,0,Check-Out
City Hotel,0,476,2017,December,12,4,3,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,A,2,No Deposit,1,Transient,7.338351088897824,0,1,Check-Out
Resort Hotel,0,622,2017,October,32,1,1,6,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,2,Transient,103.79835798171457,0,0,Check-Out
City Hotel,1,469,2016,March,30,10,2,4,1,0,0,BB,Other,Direct,TA/TO,0,0,0,D,A,0,No Deposit,0,Transient,85.58207162877322,0,1,Check-Out
Resort Hotel,0,239,2015,February,17,19,1,5,2,1,0,BB,BRA,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,5.6224377809133586,0,2,Check-Out
City Hotel,0,265,2016,July,3,24,0,5,1,0,1,BB,Other,Online TA,TA/TO,0,0,1,D,F,1,No Deposit,3,Contract,130.47159399167322,0,1,Check-Out
City Hotel,0,316,2016,September,25,31,0,5,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,D,G,0,No Deposit,0,Transient,95.35758415735062,0,0,Canceled
City Hotel,0,195,2016,November,51,31,1,2,2,0,0,BB,PRT,Online TA,Direct,0,1,0,A,D,1,No Deposit,0,Contract,113.72451293219417,0,4,Check-Out
City Hotel,0,693,2015,January,3,30,0,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,2,A,B,0,No Deposit,0,Transient-Party,170.4178720707003,0,0,Check-Out
City Hotel,1,355,2016,March,6,21,4,8,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,D,2,Non Refund,0,Transient,111.71633581167234,0,1,Check-Out
City Hotel,0,74,2016,November,2,9,2,1,3,1,1,HB,DEU,Groups,TA/TO,0,0,0,A,D,0,No Deposit,4,Transient-Party,86.75635536477706,0,1,Check-Out
Resort Hotel,1,90,2017,December,53,20,1,2,3,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,3,Transient,173.3413344631571,0,1,Check-Out
City Hotel,1,192,2016,August,20,29,0,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,1,D,A,1,No Deposit,1,Transient-Party,144.53229448820196,0,0,Canceled
City Hotel,0,455,2015,November,32,3,2,5,2,0,0,BB,FRA,Groups,TA/TO,0,0,1,D,D,1,No Deposit,0,Transient,75.47299072646206,0,0,Canceled
Resort Hotel,0,369,2016,February,43,8,1,3,1,3,0,HB,PRT,Groups,Corporate,0,2,0,D,A,0,Non Refund,1,Transient,86.08080811222685,0,0,Canceled
City Hotel,0,355,2016,September,46,29,0,4,2,0,0,BB,ESP,Corporate,TA/TO,0,0,0,A,K,1,No Deposit,0,Transient,64.45657676348365,0,1,No-Show
Resort Hotel,0,667,2016,March,5,12,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,45.51926582469024,0,1,Canceled
City Hotel,1,281,2016,September,17,4,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,150.56204387585228,0,2,Check-Out
City Hotel,1,174,2016,February,2,11,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,75.80246802652441,0,0,Check-Out
City Hotel,0,731,2017,April,3,5,2,2,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,D,2,No Deposit,2,Transient-Party,148.57538642037355,0,3,Canceled
Resort Hotel,1,584,2016,October,18,26,1,2,2,0,0,HB,Other,Offline TA/TO,TA/TO,0,0,0,F,C,0,No Deposit,1,Transient,117.8437846123936,0,0,Canceled
City Hotel,0,697,2016,April,51,13,0,2,3,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,Transient,156.17833571033404,0,2,Check-Out
Resort Hotel,0,514,2016,April,9,18,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,3,Transient,56.29356333523647,0,0,Check-Out
Resort Hotel,1,188,2015,November,53,22,1,0,2,0,0,HB,PRT,Offline TA/TO,Direct,0,1,0,F,A,0,No Deposit,1,Transient,59.044868339399144,0,0,Check-Out
City Hotel,1,265,2015,July,49,3,1,5,2,0,1,HB,Other,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,1,Transient,137.23640819300147,0,0,Canceled
City Hotel,0,25,2017,September,39,11,2,0,2,0,0,BB,ESP,Groups,Direct,0,0,0,D,D,0,No Deposit,1,Transient,92.9614920420295,0,1,Canceled
City Hotel,0,420,2016,January,35,26,1,3,2,0,0,BB,Other,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,2.9559053149077954,0,1,Check-Out
Resort Hotel,0,614,2016,December,42,6,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,D,E,1,No Deposit,2,Transient,60.80977796807547,0,1,Check-Out
Resort Hotel,0,135,2017,June,24,28,0,6,1,2,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,1,Transient,94.02466970157427,0,2,Canceled
City Hotel,0,675,2017,April,32,7,2,2,1,0,0,SC,Other,Corporate,Direct,0,0,0,F,A,0,No Deposit,0,Transient,169.12871303171875,0,0,Check-Out
Resort Hotel,0,105,2016,October,13,14,0,4,3,0,0,HB,Other,Online TA,Direct,0,0,0,D,C,0,No Deposit,0,Transient,92.91564587446534,1,0,Check-Out
City Hotel,0,191,2017,February,52,7,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,0,Transient,178.74742853216188,0,0,Check-Out
City Hotel,1,685,2015,August,38,5,0,8,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,A,1,No Deposit,1,Transient,80.16919424325631,0,0,Canceled
Resort Hotel,1,43,2017,November,50,21,1,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,1,Transient-Party,125.16819028074939,0,1,Check-Out
Resort Hotel,0,386,2015,September,6,28,0,2,2,0,1,BB,PRT,Direct,Direct,0,0,0,D,A,0,No Deposit,0,Transient,126.635222734237,0,1,Canceled
City Hotel,1,265,2017,October,37,6,1,1,3,0,0,FB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,1,Transient,45.40064251871355,0,0,Check-Out
City Hotel,1,731,2016,May,47,17,0,4,1,1,0,HB,FRA,Direct,TA/TO,0,0,0,A,D,0,No Deposit,0,Contract,43.56911379390991,0,0,Check-Out
Resort Hotel,0,377,2016,June,36,26,1,5,2,0,0,BB,ITA,Corporate,TA/TO,0,0,0,D,A,1,Non Refund,3,Transient-Party,102.75229493145109,0,0,Check-Out
City Hotel,0,498,2015,September,28,25,1,2,2,0,1,BB,ITA,Online TA,Corporate,0,0,0,A,A,0,No Deposit,4,Transient,160.83006118453122,0,0,Check-Out
City Hotel,0,179,2016,May,39,4,0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,K,0,No Deposit,1,Transient,62.56088762088306,1,1,Check-Out
City Hotel,0,7,2015,December,27,23,1,4,2,0,0,BB,ITA,Corporate,TA/TO,0,0,0,E,A,0,No Deposit,1,Transient,13.122223789648814,0,1,Check-Out
Resort Hotel,0,557,2015,November,38,3,1,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,138.34217312935175,0,0,Check-Out
Resort Hotel,0,129,2017,February,6,1,1,2,2,3,1,BB,Other,Online TA,TA/TO,0,0,0,D,A,0,Non Refund,0,Transient,139.66333766913417,0,0,Canceled
City Hotel,0,474,2015,March,19,24,2,3,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,Non Refund,2,Transient,10.773910779407103,1,0,Check-Out
City Hotel,1,666,2016,December,46,18,0,3,1,0,0,FB,DEU,Offline TA/TO,Direct,0,0,0,D,E,0,No Deposit,0,Transient,144.84974867143347,0,1,Check-Out
City Hotel,1,634,2016,January,49,6,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,0,Transient,158.50202508759287,0,1,Check-Out
City Hotel,0,166,2015,August,9,14,2,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,69.56844975615216,1,1,Check-Out
City Hotel,0,650,2016,November,20,23,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,1,Transient,149.88848731191445,0,2,Canceled
Resort Hotel,0,8,2017,April,12,18,0,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,3,Group,76.75858262957289,0,0,Check-Out
City Hotel,1,43,2015,December,36,26,1,3,2,0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,E,F,0,No Deposit,0,Transient,149.84391144769893,1,0,Check-Out
City Hotel,0,329,2016,September,12,27,0,3,3,0,0,BB,PRT,Corporate,Direct,0,0,0,D,F,0,Non Refund,1,Transient,50.545680238338434,0,0,Check-Out
City Hotel,0,140,2015,February,11,30,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,D,0,No Deposit,0,Transient-Party,35.97278432782353,0,0,Check-Out
City Hotel,1,379,2015,December,3,4,3,2,1,2,0,BB,PRT,Direct,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,133.95244211195137,0,0,Check-Out
Resort Hotel,0,67,2017,August,41,28,0,8,1,0,0,BB,FRA,Online TA,TA/TO,0,1,0,D,C,0,No Deposit,2,Transient-Party,112.52960966569167,0,0,Check-Out
Resort Hotel,0,147,2017,February,12,22,0,0,3,0,0,HB,Other,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,1,Transient,136.50278091817418,0,0,Check-Out
City Hotel,0,57,2016,March,1,14,2,7,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,A,1,No Deposit,1,Contract,74.54448697778841,0,1,Check-Out
Resort Hotel,0,524,2016,April,14,28,1,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient,65.53094201352047,0,1,Check-Out
City Hotel,1,516,2016,November,38,9,3,4,2,0,0,BB,PRT,Groups,Direct,0,0,0,E,E,1,Non Refund,2,Transient-Party,125.01296961745149,0,0,Check-Out
City Hotel,1,731,2016,September,9,15,3,5,3,0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,D,0,No Deposit,2,Transient,96.40845973579397,0,1,Canceled
City Hotel,0,6,2015,April,52,26,0,1,1,0,0,BB,PRT,Corporate,TA/TO,0,1,0,A,E,0,No Deposit,0,Transient,64.18122027273668,0,0,Check-Out
City Hotel,1,693,2015,August,6,17,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,1,0,A,F,0,Non Refund,3,Transient,125.15414986234724,0,0,Check-Out
City Hotel,0,383,2015,May,21,28,1,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,1,D,A,0,No Deposit,1,Contract,69.93663429511481,0,0,Canceled
Resort Hotel,0,637,2017,August,22,29,0,1,1,1,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,2,Transient-Party,111.32853993753417,0,0,Check-Out
City Hotel,0,728,2016,November,35,12,1,7,1,0,0,BB,PRT,Offline TA/TO,Direct,1,0,0,A,F,0,No Deposit,0,Transient,200.4986845154266,0,0,Canceled
City Hotel,1,22,2017,August,40,19,2,2,2,0,0,BB,FRA,Corporate,TA/TO,0,0,0,D,E,2,No Deposit,1,Transient,112.00876240846242,0,2,Check-Out
City Hotel,0,465,2016,October,18,1,2,5,2,0,0,BB,Other,Direct,TA/TO,0,0,0,B,D,0,No Deposit,0,Transient,183.6068415371098,0,4,Check-Out
City Hotel,1,494,2017,October,14,22,0,1,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,D,A,0,No Deposit,1,Transient-Party,84.34179165637485,0,1,Check-Out
City Hotel,1,228,2017,July,50,7,1,3,1,0,0,BB,PRT,Corporate,TA/TO,0,0,1,A,D,1,No Deposit,1,Transient,104.58355109924571,0,1,Check-Out
City Hotel,1,610,2016,July,31,16,1,2,2,1,0,SC,PRT,Corporate,TA/TO,0,0,0,F,A,0,No Deposit,1,Transient,38.697515890783585,0,0,Canceled
Resort Hotel,0,516,2017,February,34,12,0,2,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,G,0,No Deposit,2,Transient,91.83201652689245,0,1,Check-Out
Resort Hotel,0,632,2017,September,23,11,1,2,1,0,0,HB,Other,Online TA,TA/TO,0,0,1,D,D,1,No Deposit,1,Transient,106.38710550343833,0,0,Canceled
Resort Hotel,0,713,2015,July,40,5,1,3,2,1,1,BB,PRT,Direct,TA/TO,0,0,1,A,G,0,No Deposit,2,Transient,109.21538516569971,0,0,Check-Out
City Hotel,1,373,2016,April,45,27,2,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,121.39956850956908,0,1,Check-Out
City Hotel,1,394,2015,November,33,15,1,2,3,0,0,BB,GBR,Online TA,TA/TO,0,1,0,F,E,0,No Deposit,0,Transient-Party,139.5375631533547,0,0,Check-Out
City Hotel,0,274,2016,June,35,6,0,4,2,0,1,BB,PRT,Online TA,TA/TO,0,0,1,A,E,0,No Deposit,1,Transient,39.70059293221154,0,1,Check-Out
City Hotel,0,201,2016,July,2,24,0,1,2,0,0,BB,Other,Direct,Direct,0,0,0,F,K,1,Non Refund,1,Transient,125.21084764160598,0,0,Check-Out
City Hotel,1,600,2016,August,18,8,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,190.50711007055924,0,1,Canceled
City Hotel,1,312,2016,April,7,7,2,5,2,0,0,SC,PRT,Offline TA/TO,TA/TO,0,1,1,A,E,0,No Deposit,2,Transient-Party,129.03917346275412,0,0,Check-Out
City Hotel,1,591,2017,August,42,11,3,3,1,0,0,HB,DEU,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,0,Group,162.15320399958856,0,2,Check-Out
Resort Hotel,0,149,2016,February,36,21,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,2,Transient,136.26901293708195,0,0,Check-Out
City Hotel,1,413,2017,October,17,24,1,2,1,0,0,SC,GBR,Direct,TA/TO,0,0,0,A,A,0,Non Refund,2,Transient,67.15035465586561,0,0,Check-Out
City Hotel,0,437,2015,August,22,7,4,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,1,A,E,0,No Deposit,1,Transient,142.05026267861194,0,2,Check-Out
Resort Hotel,0,423,2017,December,30,11,0,5,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,D,0,No Deposit,0,Transient,42.97427702455887,0,0,Check-Out
City Hotel,1,526,2016,March,11,12,0,1,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,1,F,E,1,No Deposit,0,Transient,180.40519730845432,0,0,Check-Out
City Hotel,1,184,2016,December,7,4,0,6,1,2,0,HB,GBR,Corporate,TA/TO,0,1,0,E,A,1,No Deposit,3,Transient,82.47242007850564,0,0,Check-Out
City Hotel,0,192,2017,April,39,17,0,6,1,0,0,BB,PRT,Online TA,TA/TO,0,0,2,A,A,0,No Deposit,1,Group,89.02631538433107,0,0,Check-Out
Resort Hotel,0,99,2015,October,45,21,2,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,E,A,0,Non Refund,0,Transient-Party,128.1040628582071,0,1,Canceled
City Hotel,1,45,2015,March,43,26,0,5,1,0,0,BB,Other,Offline TA/TO,Corporate,0,0,0,A,G,0,No Deposit,3,Transient,152.1477130923533,0,0,Check-Out
City Hotel,1,315,2015,November,51,9,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,1,D,D,1,No Deposit,1,Transient,64.61668055429499,0,1,Check-Out
City Hotel,0,177,2016,February,43,4,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,2,Transient-Party,42.67436921149388,0,0,Canceled
Resort Hotel,0,321,2016,August,28,9,0,5,2,0,0,BB,ESP,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,0,Contract,116.84985977196811,0,0,Canceled
Resort Hotel,0,92,2017,May,41,12,2,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,Non Refund,2,Transient,188.09586275094026,0,1,Canceled
City Hotel,0,222,2016,January,19,13,0,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,B,0,No Deposit,2,Transient,37.29235728208723,0,2,Check-Out
City Hotel,0,75,2016,May,8,5,1,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,2,Transient,206.35295331448827,0,1,Check-Out
City Hotel,0,169,2015,February,22,24,1,4,1,0,0,BB,GBR,Corporate,TA/TO,0,0,0,D,D,1,No Deposit,1,Transient,169.28366799728937,0,0,Canceled
Resort Hotel,0,417,2017,June,8,25,2,1,2,0,0,BB,PRT,Corporate,Direct,0,0,0,E,B,0,No Deposit,1,Transient,21.839757818622687,0,1,Check-Out
Resort Hotel,0,499,2016,July,21,27,3,2,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,D,C,0,No Deposit,0,Transient,174.53452039445267,0,1,Check-Out
City Hotel,0,1,2015,September,52,13,0,7,2,0,0,BB,PRT,Direct,TA/TO,0,0,1,D,E,0,No Deposit,1,Transient-Party,155.90648635096062,0,1,Check-Out
City Hotel,1,293,2016,November,37,29,0,3,3,0,0,SC,PRT,Corporate,TA/TO,0,0,0,G,E,0,No Deposit,1,Transient,70.38543769373645,0,2,Check-Out
City Hotel,0,28,2015,August,20,26,3,2,3,0,0,HB,PRT,Groups,Corporate,0,0,1,E,A,0,No Deposit,1,Transient,156.38388859503223,0,0,Check-Out
Resort Hotel,0,418,2017,December,7,30,0,3,1,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0,Transient,30.985702980237065,0,2,Canceled
Resort Hotel,0,360,2017,February,1,31,2,6,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,1,Transient,167.08826880503153,0,0,Check-Out
City Hotel,1,227,2017,November,35,7,0,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,1,D,E,0,No Deposit,0,Transient,110.2266824955559,0,0,Check-Out
Resort Hotel,0,27,2017,April,6,13,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,0,Transient,100.33459569321104,0,1,Canceled
City Hotel,0,737,2016,August,11,3,2,3,1,0,1,BB,PRT,Corporate,TA/TO,0,0,1,A,A,0,No Deposit,0,Transient-Party,70.31070825287269,0,1,Check-Out
Resort Hotel,0,484,2016,December,27,21,0,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,G,0,No Deposit,1,Transient,132.80387979022146,0,0,Canceled
City Hotel,0,634,2017,March,19,8,1,1,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,63.0526960748977,1,0,Check-Out
City Hotel,1,238,2015,October,15,16,2,2,1,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,Transient,151.86201738229573,0,2,Canceled
Resort Hotel,1,420,2016,September,4,26,2,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,A,0,No Deposit,1,Transient,32.563454897105586,0,0,Check-Out
Resort Hotel,1,634,2015,December,14,9,1,2,1,0,0,BB,GBR,Groups,Direct,0,0,0,D,A,0,No Deposit,1,Contract,132.82132373500522,0,0,Check-Out
City Hotel,0,622,2016,March,9,11,3,5,1,0,0,BB,FRA,Corporate,TA/TO,0,0,0,A,E,0,No Deposit,2,Transient,99.95241145946743,0,3,Check-Out
