id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
12836,2015-10-18 19:00:00,207807.66768104784,2,3.5,6392,110703,2.5,0,3,2,13,5380,1391,1902,1957,98087,47.601283,-122.496054,2766,21103
12837,2015-10-18 20:00:00,217413.9459553907,6,5.5,12431,73863,3.0,0,1,4,4,4846,4399,1914,2001,98080,47.669786,-121.801868,5220,150029
12838,2015-10-18 21:00:00,290828.2157507767,10,2.0,10109,78311,3.5,0,4,3,10,7485,4252,1971,2014,98157,47.394807,-122.043479,3674,131061
12839,2015-10-18 22:00:00,583179.8208552552,4,4.5,3205,192333,1.5,0,2,4,6,2271,1891,1980,1949,98090,47.521306,-122.363078,4519,127259
12840,2015-10-18 23:00:00,568530.2895091791,1,7.0,12337,194265,1.0,0,3,1,13,4626,3698,1952,2014,98169,47.535437,-121.782645,5548,196279
12841,2015-10-19 00:00:00,245199.73118537632,3,6.0,1294,94509,1.0,0,2,5,5,4954,2633,1949,1944,98032,47.651705,-122.132978,3035,167900
12842,2015-10-19 01:00:00,195429.1835041214,7,6.0,7913,57101,1.0,0,4,3,5,3757,455,1933,1971,98108,47.130698,-121.600134,4545,95183
12843,2015-10-19 02:00:00,538804.6660506921,3,7.0,552,174033,3.5,0,1,3,13,5029,62,1938,1960,98154,47.361363,-122.361975,5483,199700
12844,2015-10-19 03:00:00,389530.69756982866,6,3.5,9853,122772,2.5,0,0,1,13,6583,4461,1949,1949,98149,47.510056,-121.499035,3950,24672
12845,2015-10-19 04:00:00,2002788.707795782,6,6.0,6597,177390,2.0,0,3,4,8,3229,1823,1920,1985,98083,47.129125,-121.846811,4000,105014
12846,2015-10-19 05:00:00,453895.6294858438,1,1.0,11143,170197,3.0,0,4,4,13,4056,358,1994,1991,98137,47.529895,-121.791777,603,51265
12847,2015-10-19 06:00:00,1575332.5950209482,2,1.0,12383,109032,2.5,0,1,5,4,3049,455,1936,1954,98089,47.119754,-122.031495,1039,118920
12848,2015-10-19 07:00:00,194995.44559049734,10,3.0,3336,9639,2.5,0,4,4,5,3754,168,1931,1993,98005,47.290837,-121.997183,5115,35084
12849,2015-10-19 08:00:00,147082.79556018338,6,2.0,4766,53336,1.0,0,0,4,11,1888,713,1905,1997,98013,47.731083,-122.072043,1725,105270
12850,2015-10-19 09:00:00,201983.32172001942,2,4.5,7646,136536,2.5,0,3,3,5,7641,3679,1907,1938,98106,47.488351,-121.950316,5676,122343
12851,2015-10-19 10:00:00,1017023.5661835411,2,2.0,7904,52780,3.5,0,4,3,13,1093,1029,1949,1940,98123,47.354237,-122.448371,5316,187910
12852,2015-10-19 11:00:00,1512494.923904758,4,8.0,476,119802,1.0,0,1,2,5,8781,2024,2015,2010,98091,47.691037,-122.484343,1125,195482
12853,2015-10-19 12:00:00,255882.6915312003,8,7.0,5261,12424,1.0,0,1,1,8,7903,1023,2002,1988,98014,47.7359,-121.923309,1576,123116
12854,2015-10-19 13:00:00,320489.1749188721,6,8.0,13401,43582,3.5,0,4,1,9,2004,3479,2010,1985,98008,47.433434,-121.530756,4222,169869
12855,2015-10-19 14:00:00,195187.00204332403,8,6.5,1978,193883,1.0,0,0,4,6,4798,3062,1947,1942,98068,47.712531,-122.209266,4924,197413
12856,2015-10-19 15:00:00,124473.99617624986,4,7.5,11830,59632,3.5,0,1,5,3,2008,4817,1926,1987,98109,47.217614,-122.20728,441,70412
12857,2015-10-19 16:00:00,731526.1069703327,3,3.5,8563,123887,2.5,0,0,5,3,4305,1414,1937,1980,98158,47.30847,-121.598949,3490,31983
12858,2015-10-19 17:00:00,517163.42811245285,7,4.0,3035,36626,3.0,0,1,1,10,3903,0,1985,1963,98011,47.478023,-122.535137,2683,62404
12859,2015-10-19 18:00:00,445673.3608333836,7,2.5,5005,49376,1.5,0,2,2,3,4585,4236,1966,1988,98167,47.402928,-121.652225,4201,69322
12860,2015-10-19 19:00:00,166036.08512492303,2,5.5,10942,174499,3.5,0,0,3,4,7164,2837,1932,1991,98073,47.241552,-122.038863,4968,169631
12861,2015-10-19 20:00:00,1394392.8942841499,1,6.5,8000,114649,2.0,0,0,2,12,5049,1228,1940,1938,98038,47.782635,-122.521174,2919,32122
12862,2015-10-19 21:00:00,311031.7522962467,8,4.0,12838,177724,3.5,0,3,2,6,1128,4004,1975,1945,98193,47.426442,-122.06889,573,64152
12863,2015-10-19 22:00:00,642767.5937502321,3,2.5,3071,74935,1.0,0,4,4,9,4856,1652,1944,1959,98076,47.244338,-122.536424,2334,4475
12864,2015-10-19 23:00:00,159820.56822507636,6,4.5,7132,132641,2.5,0,4,3,8,7128,1730,1965,1944,98113,47.642476,-121.76329,3320,27748
12865,2015-10-20 00:00:00,387175.1165712853,7,1.0,543,72582,1.5,0,0,5,7,1133,3533,1903,1977,98089,47.58386,-121.867056,4929,128920
12866,2015-10-20 01:00:00,542510.1746667773,8,6.0,4184,185408,2.5,0,3,3,6,3692,3275,1986,1957,98159,47.185743,-122.21942,1896,84320
12867,2015-10-20 02:00:00,556238.6193386157,6,4.0,8942,83033,3.5,0,2,5,6,2378,3438,1948,1943,98199,47.534363,-121.665412,6183,123444
12868,2015-10-20 03:00:00,492994.83695675497,7,7.0,6847,114921,2.5,0,3,1,7,3808,43,1903,1984,98176,47.558332,-122.120274,2266,183646
12869,2015-10-20 04:00:00,625411.8954889635,5,7.5,6836,78940,2.0,0,1,1,7,6243,923,1957,1988,98153,47.709345,-122.339933,1745,93497
12870,2015-10-20 05:00:00,200513.26452591023,3,1.5,2363,94919,1.0,0,4,5,12,1523,1113,1923,1981,98057,47.704163,-122.446294,1424,16124
12871,2015-10-20 06:00:00,507961.4428648638,2,8.0,2918,48944,2.5,0,3,2,7,9242,850,1902,1956,98094,47.736661,-122.042277,5732,70670
12872,2015-10-20 07:00:00,479083.5937720949,7,8.0,5975,4400,2.0,0,4,3,8,9245,3112,1942,1968,98136,47.426331,-122.335126,3680,166236
12873,2015-10-20 08:00:00,520305.2194979144,8,5.0,9783,166529,2.5,0,3,4,5,2241,2902,1948,1990,98024,47.613072,-121.539071,3658,124677
12874,2015-10-20 09:00:00,465394.9375334346,8,6.5,13204,122467,1.5,0,1,3,4,8512,1473,1939,1948,98146,47.112564,-121.946541,2340,50384
12875,2015-10-20 10:00:00,181452.83891984925,3,0.5,11553,161664,3.0,0,0,3,12,2382,4099,1943,1965,98003,47.543359,-122.534944,2077,144185
12876,2015-10-20 11:00:00,175877.00131183522,2,8.0,1308,96435,3.0,0,0,4,12,536,501,1992,2009,98014,47.783522,-121.91877,1228,188139
12877,2015-10-20 12:00:00,93902.49821310269,9,4.0,4741,69464,1.0,0,1,2,9,9061,456,1909,1940,98182,47.631921,-121.587969,3014,96893
12878,2015-10-20 13:00:00,784086.1330574815,6,7.5,6114,18000,3.0,0,0,4,5,1051,3701,1958,1941,98042,47.374892,-122.045766,1638,70539
12879,2015-10-20 14:00:00,789661.9779098483,10,3.5,4521,15410,2.0,0,3,3,6,9100,1299,1960,1974,98029,47.442344,-121.686582,1742,28219
12880,2015-10-20 15:00:00,798495.9733489497,3,6.5,11741,86174,2.0,0,4,4,9,1495,1069,1940,2009,98148,47.694393,-122.59936,729,13765
12881,2015-10-20 16:00:00,548396.0224981357,5,3.5,2420,35808,3.0,0,1,2,6,465,3436,1963,1987,98028,47.711963,-121.89781,747,110036
12882,2015-10-20 17:00:00,99390.970412447,1,3.0,9397,112562,2.0,0,4,1,5,8140,1920,1950,1985,98151,47.516555,-121.708496,1665,121361
12883,2015-10-20 18:00:00,215626.42075404336,2,7.5,4348,120417,2.5,0,3,1,3,3610,507,1998,0,98085,47.579371,-122.02727,519,18061
12884,2015-10-20 19:00:00,498466.0652347632,9,5.5,6575,2556,2.5,0,1,1,7,8973,2552,1924,1980,98023,47.280105,-121.795259,2240,14290
12885,2015-10-20 20:00:00,486436.96406900167,10,7.0,4314,53021,2.0,0,4,3,6,1797,2028,1907,1948,98078,47.253463,-122.230597,477,94526
12886,2015-10-20 21:00:00,378539.70632903714,10,4.5,1966,199672,3.5,0,3,4,13,7698,4491,2001,1943,98122,47.450628,-121.450505,4029,25795
12887,2015-10-20 22:00:00,572771.445146617,3,7.5,10064,74824,1.5,0,3,1,8,7409,4145,1957,1951,98096,47.127355,-121.543935,2241,87156
12888,2015-10-20 23:00:00,446036.55761054205,8,6.0,3306,199406,1.0,0,0,3,3,9178,2663,1962,1966,98094,47.772435,-121.669793,1214,107744
12889,2015-10-21 00:00:00,481441.1718370164,10,1.0,5518,153700,2.0,0,3,5,6,5553,2724,1992,1962,98110,47.287193,-121.785262,4709,54441
12890,2015-10-21 01:00:00,282844.98405223823,8,6.5,13079,78138,1.0,0,2,1,8,4756,3869,1900,1951,98130,47.380766,-122.197446,4517,40144
12891,2015-10-21 02:00:00,879762.8753245679,5,0.5,11973,138550,3.0,0,4,1,7,6690,3935,1976,1959,98196,47.75664,-122.310806,4575,198262
12892,2015-10-21 03:00:00,327243.5172913171,8,6.5,12144,107637,1.5,0,3,5,5,4098,4596,1994,1943,98166,47.43285,-122.148086,4753,29283
12893,2015-10-21 04:00:00,174302.16314221214,2,3.0,2156,11416,2.5,0,1,5,4,7907,3190,1964,1939,98131,47.137661,-121.827975,1892,190133
12894,2015-10-21 05:00:00,257893.16552326723,2,5.0,10441,123374,2.0,0,3,5,10,2921,3270,1927,1962,98117,47.752615,-122.055539,6009,23358
12895,2015-10-21 06:00:00,346650.9573362996,4,6.0,4231,79842,3.5,0,1,1,6,5560,332,1907,1971,98194,47.187526,-121.64279,4055,67900
12896,2015-10-21 07:00:00,887178.917574852,8,5.5,2202,90435,1.5,0,0,3,7,6637,2104,1976,2009,98128,47.29585,-121.779728,1355,77224
12897,2015-10-21 08:00:00,429515.1962748363,2,5.5,581,197740,1.0,0,0,4,4,2777,3441,1908,1976,98098,47.363454,-121.411595,1083,100547
12898,2015-10-21 09:00:00,388363.1935906031,4,7.0,479,90356,2.0,0,3,5,6,5502,510,1943,2000,98036,47.416273,-121.52165,4041,86778
12899,2015-10-21 10:00:00,184597.96970934415,8,3.5,3054,172183,2.5,0,2,5,10,6018,2842,1905,2003,98018,47.507967,-121.91669,3944,45239
12900,2015-10-21 11:00:00,766689.9895193131,3,4.5,6935,85320,2.5,0,0,4,7,489,617,1963,1982,98120,47.354206,-122.392094,3177,27363
12901,2015-10-21 12:00:00,280304.9767793008,8,2.0,1761,89215,2.0,0,2,3,8,1980,2653,2013,2011,98117,47.417257,-121.565305,2397,149603
12902,2015-10-21 13:00:00,412495.468293372,2,4.0,9946,42390,2.0,0,0,3,6,6155,4505,1982,1958,98121,47.260555,-121.888638,3635,12193
12903,2015-10-21 14:00:00,1246846.5400998627,1,1.5,11000,123853,1.5,0,4,5,13,2584,2397,1963,1934,98023,47.58215,-121.648821,1281,175204
12904,2015-10-21 15:00:00,631677.5465263637,6,5.5,6409,115623,2.5,0,4,5,3,6110,2503,1953,1955,98110,47.465064,-122.024012,2596,146115
12905,2015-10-21 16:00:00,141523.65660784254,8,3.0,5488,77100,1.0,0,2,2,6,7023,4056,2005,1972,98112,47.597809,-121.72123,5677,40791
12906,2015-10-21 17:00:00,128199.48862206093,9,7.0,7779,107095,2.5,0,1,5,8,4727,3214,1921,1979,98066,47.441752,-122.437461,3644,139696
12907,2015-10-21 18:00:00,422938.7654063401,10,3.0,1823,136589,2.0,0,1,4,3,4649,3726,1979,1986,98131,47.105113,-121.56756,2542,167843
12908,2015-10-21 19:00:00,189298.7188958042,8,2.5,4927,161031,1.0,0,1,3,4,1070,1142,1978,1958,98127,47.55799,-122.379204,415,93243
12909,2015-10-21 20:00:00,696611.2058966153,2,4.0,11888,76927,2.0,0,4,2,12,6850,1152,1959,1969,98124,47.655637,-121.362561,2784,186637
12910,2015-10-21 21:00:00,455697.3424672034,1,2.0,3214,126976,2.5,0,3,2,11,4412,4433,1935,1987,98144,47.182542,-121.468293,1368,19684
12911,2015-10-21 22:00:00,496713.82694025215,7,2.0,1204,34322,1.5,0,3,1,4,5129,1188,1913,2001,98159,47.603566,-122.382965,1843,1316
12912,2015-10-21 23:00:00,269757.79311722977,7,6.5,728,100562,1.0,0,2,2,9,8756,4404,2000,2003,98130,47.541257,-121.690735,4144,47417
12913,2015-10-22 00:00:00,1496992.3582820017,3,4.0,12878,195616,1.5,0,0,1,11,6173,2946,2000,1960,98056,47.776666,-122.550271,5255,166209
12914,2015-10-22 01:00:00,3235893.3834742373,6,2.0,8897,36818,3.5,0,3,1,8,6679,4764,1927,1996,98194,47.711902,-122.395685,5396,185739
12915,2015-10-22 02:00:00,364029.6842278274,7,0.5,8006,65736,3.0,0,4,2,10,7065,3347,1969,1954,98129,47.563264,-121.318016,3823,195974
12916,2015-10-22 03:00:00,566440.5854463504,9,4.0,7687,100945,3.5,0,2,2,3,8393,3536,1985,1975,98189,47.729047,-122.246388,4724,109887
12917,2015-10-22 04:00:00,473634.9423570512,1,6.0,9414,88973,3.5,0,0,2,6,8612,2117,1919,1937,98183,47.480784,-121.944673,3896,137017
12918,2015-10-22 05:00:00,368877.2440010857,3,3.0,7674,50982,1.0,0,3,1,4,4350,3524,2007,2000,98165,47.317369,-121.424687,1464,54359
12919,2015-10-22 06:00:00,247100.56353945786,5,2.5,13000,170519,2.5,0,1,4,8,3214,1013,1965,1946,98056,47.347101,-122.523246,3172,79531
12920,2015-10-22 07:00:00,207010.0059006685,3,3.5,5361,102452,3.5,0,2,2,7,8410,4697,1921,1981,98043,47.328732,-121.668871,3780,90896
12921,2015-10-22 08:00:00,199801.95184285523,8,7.5,9443,1554,1.5,0,3,5,11,7398,1242,1919,1937,98130,47.688135,-121.901706,5231,156704
12922,2015-10-22 09:00:00,587521.4399605218,10,3.5,11615,194060,3.5,0,0,3,11,1337,882,2015,1987,98074,47.643117,-121.471455,1593,56456
12923,2015-10-22 10:00:00,307499.23095230083,6,2.5,11089,160469,1.5,0,3,1,11,3618,4593,1904,1970,98181,47.733679,-121.952548,3136,125056
12924,2015-10-22 11:00:00,72779.89328534636,2,5.0,3680,140177,2.5,0,3,3,10,8545,603,1968,1989,98094,47.55825,-121.372885,3455,7207
12925,2015-10-22 12:00:00,604043.0531454735,1,6.5,6485,45578,2.0,0,3,5,3,7760,4530,1988,1969,98042,47.224105,-122.486813,1014,11241
12926,2015-10-22 13:00:00,430721.54899106233,10,0.5,5750,859,3.0,0,0,2,10,4529,4267,1941,1980,98153,47.216459,-122.562005,3045,199847
12927,2015-10-22 14:00:00,1135599.3156874757,5,4.5,8779,145761,2.5,0,4,3,5,1107,1071,1918,2001,98040,47.258731,-121.487628,5152,14762
12928,2015-10-22 15:00:00,574459.9597178758,9,7.0,8565,159008,1.5,0,3,1,10,5199,1844,1936,2004,98091,47.706285,-121.310419,5332,183078
12929,2015-10-22 16:00:00,157145.66906179467,10,2.0,5001,66821,1.0,0,4,4,12,8362,1602,1931,1953,98005,47.607977,-122.022485,575,188581
12930,2015-10-22 17:00:00,92895.11606761345,9,7.5,12570,62234,3.5,1,2,3,7,5474,1875,1949,1943,98013,47.565213,-121.593162,3191,81383
12931,2015-10-22 18:00:00,267364.80908345635,1,5.0,4828,170870,3.0,0,1,2,7,6456,1775,1981,1934,98118,47.489965,-122.21923,2486,149353
12932,2015-10-22 19:00:00,285622.07660990645,3,4.5,6271,88259,2.5,0,0,1,7,544,3005,1978,1976,98001,47.162067,-122.385217,5738,109525
12933,2015-10-22 20:00:00,856159.0472271423,6,7.5,7244,174012,1.5,0,0,3,13,1392,4199,1928,1974,98114,47.465147,-121.897382,888,11714
12934,2015-10-22 21:00:00,439674.6705924188,5,1.5,10109,59581,3.0,0,1,4,6,4691,1778,1971,1937,98164,47.373044,-121.841963,3721,170401
12935,2015-10-22 22:00:00,978310.0748038638,4,6.0,6083,138495,2.0,0,0,2,5,3615,3193,2005,1978,98052,47.193274,-122.594015,495,38047
12936,2015-10-22 23:00:00,175013.23191815207,2,6.5,3229,84593,3.5,0,0,2,5,2026,3469,1963,2001,98122,47.201935,-121.625085,644,196776
12937,2015-10-23 00:00:00,869509.9613010741,4,4.0,10746,182349,3.5,0,2,1,8,4698,1969,1959,1948,98081,47.207672,-122.214085,2597,4054
12938,2015-10-23 01:00:00,732847.1315912838,5,0.5,8727,149757,3.5,0,1,5,11,8491,60,1982,1954,98011,47.341585,-122.497937,4999,189817
12939,2015-10-23 02:00:00,107714.13750635786,2,4.5,3006,164264,3.0,0,4,2,7,1445,3462,1910,1978,98072,47.210678,-121.843507,5568,53996
12940,2015-10-23 03:00:00,1116637.4927346031,10,1.5,3242,160465,3.5,0,1,4,4,4550,1428,1934,1941,98079,47.356217,-122.211638,5158,33315
12941,2015-10-23 04:00:00,472324.2241099642,1,4.5,1320,81186,2.5,0,2,1,8,3784,3943,1945,1997,98194,47.370893,-122.029382,5338,34777
12942,2015-10-23 05:00:00,582119.5702097231,7,6.0,11849,68957,1.0,0,3,4,13,5931,333,2001,1959,98112,47.70314,-121.522414,4539,93175
12943,2015-10-23 06:00:00,241487.43489480848,7,4.5,9459,46744,1.5,0,3,2,6,9174,2322,1950,1958,98172,47.40843,-122.078466,5071,155149
12944,2015-10-23 07:00:00,1080217.4366259195,8,5.0,8929,178148,2.5,0,2,5,12,5626,3388,1923,1974,98045,47.181979,-122.589968,5095,164612
12945,2015-10-23 08:00:00,192895.4033710251,10,1.5,4311,170825,1.0,0,2,4,5,3146,2558,1958,2002,98049,47.145767,-121.530014,1791,113903
12946,2015-10-23 09:00:00,792117.02035984,6,1.0,12895,173727,1.5,0,2,4,13,506,2593,1978,1956,98002,47.514591,-121.70064,5617,180842
12947,2015-10-23 10:00:00,785774.5774470888,1,7.0,8900,122271,2.5,0,2,3,4,9298,2370,1960,2014,98175,47.750771,-121.488324,4678,90303
12948,2015-10-23 11:00:00,223704.84378407436,8,1.0,11872,45865,2.0,0,4,2,5,8432,2604,1962,1965,98149,47.739338,-122.313431,3582,42342
12949,2015-10-23 12:00:00,1773315.5060073307,2,2.5,2563,80547,1.0,0,1,3,5,8803,3010,1970,1992,98186,47.730535,-122.141864,2930,108850
12950,2015-10-23 13:00:00,520252.7010911052,3,7.5,8627,24470,1.0,0,3,1,3,8469,1072,2006,1999,98173,47.572038,-122.277985,5738,89428
12951,2015-10-23 14:00:00,699222.8809016583,8,4.0,9035,199546,3.0,0,1,3,7,1370,3124,2010,2009,98151,47.300034,-121.719031,1522,111232
12952,2015-10-23 15:00:00,151905.73504432195,4,5.5,5733,154429,2.0,0,2,3,8,2638,4155,1900,1957,98072,47.530846,-121.718382,1669,56850
12953,2015-10-23 16:00:00,1948189.430628708,5,2.0,9649,86880,1.5,0,1,4,11,8661,2103,2001,1948,98193,47.449676,-121.907697,3745,151653
12954,2015-10-23 17:00:00,187739.4059824658,9,2.5,2121,24910,3.0,0,4,3,9,830,3386,1994,2004,98090,47.191804,-121.452655,2532,154437
12955,2015-10-23 18:00:00,906567.2591377058,7,4.5,12129,35312,2.0,0,2,2,10,5414,3717,1969,1946,98001,47.228701,-122.416687,4817,101332
12956,2015-10-23 19:00:00,220501.50460425357,10,5.5,1036,129348,3.5,0,0,5,9,6511,2412,2006,1984,98147,47.42383,-121.636919,2075,99174
12957,2015-10-23 20:00:00,286848.0287668622,7,7.5,1702,193934,2.5,0,4,5,6,1987,1119,2015,1945,98119,47.438001,-121.908099,4614,40335
12958,2015-10-23 21:00:00,768447.7351386305,1,5.0,1836,38071,3.5,0,1,4,13,5332,4635,2009,1947,98152,47.280879,-121.971146,3281,113168
12959,2015-10-23 22:00:00,908260.8531883764,1,1.0,5095,130436,1.0,0,1,2,10,553,1026,2014,1952,98105,47.791911,-121.769439,5056,64066
12960,2015-10-23 23:00:00,181697.95974501164,8,3.5,3982,161021,3.0,0,0,3,9,9008,924,1939,2013,98183,47.385317,-121.479758,447,48363
12961,2015-10-24 00:00:00,949157.9654152673,10,2.5,7392,114475,1.0,0,0,4,3,8367,4047,2012,1955,98149,47.41076,-121.745155,3199,162297
12962,2015-10-24 01:00:00,919408.9956733183,1,2.5,10681,126127,2.0,0,2,4,10,6801,1949,1951,1987,98199,47.203667,-122.424584,4275,184282
12963,2015-10-24 02:00:00,229448.2089169856,10,4.5,7270,121347,1.0,0,3,4,4,474,18,1982,2003,98168,47.444099,-122.328902,1920,38711
12964,2015-10-24 03:00:00,1354649.51119729,2,3.0,8784,112381,3.0,0,4,4,13,1354,231,1978,2000,98102,47.735391,-121.727138,5604,186616
12965,2015-10-24 04:00:00,159563.88600459395,4,2.5,7763,44721,2.5,0,3,1,11,3895,659,1929,1962,98005,47.513884,-122.461512,729,82454
12966,2015-10-24 05:00:00,285689.0304267712,9,8.0,2175,190780,3.0,0,1,4,6,1722,880,1958,2015,98122,47.212266,-121.865072,402,49863
12967,2015-10-24 06:00:00,618654.2521335706,7,5.0,949,139124,1.5,0,0,1,5,4037,2491,1909,1994,98002,47.488953,-121.648885,5196,79065
12968,2015-10-24 07:00:00,243410.25737754122,7,2.5,1934,158493,1.0,0,0,5,4,5105,1384,1936,1948,98135,47.42179,-122.263466,1199,148361
12969,2015-10-24 08:00:00,532146.1028171241,10,2.5,11178,170195,3.0,0,0,2,10,6127,3935,1967,2004,98098,47.29777,-122.257617,4829,110163
12970,2015-10-24 09:00:00,523741.3607855789,7,6.5,11239,58852,3.0,0,4,3,12,4786,3663,1962,2008,98110,47.78499,-121.907839,4416,80190
12971,2015-10-24 10:00:00,388111.5242949423,5,7.0,6034,87773,2.5,0,2,1,3,3966,3111,1983,1997,98154,47.216524,-122.149449,2337,21638
12972,2015-10-24 11:00:00,792288.1077138352,1,5.5,7814,43705,1.0,0,1,5,7,4121,2869,1975,2004,98129,47.717513,-122.179283,817,76032
12973,2015-10-24 12:00:00,377055.4150457997,5,3.5,7962,16170,1.0,0,0,1,5,1717,3442,2002,1945,98059,47.289755,-122.426869,4560,120539
12974,2015-10-24 13:00:00,520257.285587159,8,6.0,2786,56481,1.5,0,1,2,3,2048,3222,1930,1959,98161,47.741739,-122.427644,882,84819
12975,2015-10-24 14:00:00,987103.6363207713,7,7.5,6642,18064,2.0,0,0,1,10,9102,395,1931,1985,98122,47.561531,-121.489601,4052,113432
12976,2015-10-24 15:00:00,769487.776402612,7,1.5,3852,65871,2.0,0,1,1,10,1733,1897,1982,2014,98025,47.782557,-121.431448,3141,118933
12977,2015-10-24 16:00:00,766977.0081547762,2,7.0,5297,38639,1.0,0,3,3,8,2812,810,1948,1982,98127,47.179816,-121.487992,2327,174959
12978,2015-10-24 17:00:00,197911.30968627176,1,7.0,12324,124232,3.0,0,4,3,11,6208,3988,1900,1936,98099,47.12221,-122.069148,1409,40831
12979,2015-10-24 18:00:00,638805.1791098375,4,3.0,2031,99299,2.0,0,1,1,13,7669,739,1968,1994,98131,47.558833,-121.553696,2146,6667
12980,2015-10-24 19:00:00,239198.9344292192,8,2.5,5863,190848,2.0,0,4,3,9,6119,804,1950,1948,98035,47.41853,-121.926722,5097,107577
12981,2015-10-24 20:00:00,180414.00455263018,1,4.5,13404,161845,3.0,0,3,4,9,6524,521,2008,1974,98019,47.393319,-121.822509,717,73133
12982,2015-10-24 21:00:00,420754.81574165705,2,2.5,11559,42070,1.5,0,1,1,9,6171,1555,1931,1984,98168,47.217302,-121.865724,4089,163962
12983,2015-10-24 22:00:00,234918.36959212768,7,1.5,443,96137,3.5,0,4,4,13,1067,2610,2000,1949,98180,47.519153,-122.126303,1807,29974
12984,2015-10-24 23:00:00,769450.8850957552,5,7.5,11195,126142,1.5,0,0,3,4,5526,1884,2000,1988,98198,47.607103,-121.598627,3364,63470
12985,2015-10-25 00:00:00,782441.8001198646,6,4.0,9999,156861,3.5,0,0,1,9,5869,4652,1915,1989,98184,47.707525,-122.307729,2331,117997
12986,2015-10-25 01:00:00,116793.37589006237,8,4.0,6642,81045,1.0,0,1,2,13,7459,1681,1986,1942,98005,47.241347,-121.823664,1998,55465
12987,2015-10-25 02:00:00,247753.16381345296,9,1.5,11088,169524,2.0,0,4,1,6,7464,288,2013,1985,98095,47.205609,-122.57899,4334,67911
12988,2015-10-25 03:00:00,159237.0624540659,8,4.5,5972,121335,3.0,0,2,5,3,2822,3465,1946,1955,98183,47.136952,-121.444093,5937,184134
12989,2015-10-25 04:00:00,320026.6352233325,1,6.0,2657,18992,1.5,0,2,3,9,4355,1328,2011,1972,98078,47.453008,-121.861585,966,120859
12990,2015-10-25 05:00:00,608421.3731880974,4,2.5,3598,167122,3.0,0,3,4,13,2791,420,1981,2001,98165,47.693547,-122.228778,734,164612
12991,2015-10-25 06:00:00,373397.31944023864,5,3.5,12602,62985,1.0,0,0,5,5,7485,1722,1984,1995,98067,47.278657,-122.49232,3269,10588
12992,2015-10-25 07:00:00,292777.59300918377,9,2.0,8281,38285,1.0,0,3,5,10,3213,50,1948,1957,98079,47.721153,-122.380028,602,69506
12993,2015-10-25 08:00:00,1099233.3813630834,6,3.0,6812,12514,1.5,0,2,3,8,1769,471,1946,0,98145,47.612863,-121.414524,956,171533
12994,2015-10-25 09:00:00,88132.79403751365,6,7.0,9532,101645,2.0,0,2,2,13,3693,4409,1925,1950,98071,47.582169,-122.262668,2491,188406
12995,2015-10-25 10:00:00,1051586.280521433,3,2.5,12361,76015,3.0,0,4,2,12,3331,1991,1965,1971,98173,47.209167,-122.381599,5750,120567
12996,2015-10-25 11:00:00,302246.5018736863,2,0.5,13002,116725,2.0,0,1,4,6,8831,1307,1980,1947,98192,47.308387,-121.506835,3886,76958
12997,2015-10-25 12:00:00,418873.26916241227,2,4.5,11624,90841,1.5,0,0,2,12,4241,2516,1912,2014,98072,47.758262,-121.850458,1423,182968
12998,2015-10-25 13:00:00,305848.6539342384,7,5.0,12331,72512,1.0,0,3,2,9,4024,2434,1982,1993,98112,47.538229,-122.462092,3514,56031
12999,2015-10-25 14:00:00,1302793.9048555563,5,3.0,13502,107811,1.0,0,0,2,13,5128,3195,1922,1952,98128,47.668182,-122.549482,3489,15556
13000,2015-10-25 15:00:00,186897.39440651162,10,5.5,9983,111325,3.5,0,2,3,11,3034,3178,1984,1952,98044,47.343811,-122.228746,4637,132429
13001,2015-10-25 16:00:00,446062.992048216,1,1.0,410,83961,1.5,0,0,5,11,782,1567,2012,2004,98065,47.726635,-121.309388,5496,189688
13002,2015-10-25 17:00:00,639989.5047043879,5,3.0,1831,136919,3.5,0,2,1,12,8822,35,1916,1936,98062,47.543109,-121.618643,6200,144781
13003,2015-10-25 18:00:00,143243.04221614,1,1.5,1143,136464,1.0,0,0,1,5,6083,1325,1913,1990,98147,47.602889,-121.381262,4714,173887
13004,2015-10-25 19:00:00,232366.53140172677,9,2.0,574,61226,2.5,0,4,2,4,7631,1294,1910,1980,98055,47.691146,-122.008668,5668,168087
13005,2015-10-25 20:00:00,398823.8128521098,8,3.5,9458,64518,1.0,0,2,2,10,4989,1736,1910,1960,98051,47.616076,-121.652572,1678,21500
13006,2015-10-25 21:00:00,237835.4853756127,4,4.0,12141,171525,2.5,0,1,5,10,7212,1630,1990,1958,98179,47.279412,-121.421777,2153,187104
13007,2015-10-25 22:00:00,249967.39295217698,1,1.0,9358,52235,2.5,0,4,4,4,6236,2423,1956,1946,98073,47.69447,-122.17446,2203,177553
13008,2015-10-25 23:00:00,346312.2611264599,8,1.5,10303,125238,2.5,0,0,2,11,5417,780,1912,1993,98045,47.45206,-121.523738,2282,58712
13009,2015-10-26 00:00:00,697115.8805914008,5,5.5,7485,8020,3.5,0,0,1,6,751,3732,1938,1986,98108,47.647189,-122.300005,1844,129904
