InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
569358,25798,PRODUCT_104,78,10/18/2012 08:30,1.0248010026220271,17511.0,United Kingdom,79.93447820451811
569359,26588,PRODUCT_172,9,10/18/2012 09:00,4.935101790676009,17830.0,United Kingdom,44.41591611608408
569360,27553,PRODUCT_107,30,10/18/2012 09:30,1.663840211767531,14300.0,United Kingdom,49.91520635302593
569361,23452,PRODUCT_217,53,10/18/2012 10:00,6.475823208361879,17789.0,United Kingdom,343.2186300431796
569362,28482,PRODUCT_401,10,10/18/2012 10:30,5.104234560176879,17198.0,EIRE,51.04234560176879
569363,21364,PRODUCT_113,85,10/18/2012 11:00,1.506412405710181,14400.0,United Kingdom,128.0450544853654
569364,20208,PRODUCT_257,46,10/18/2012 11:30,1.1712447174150258,12925.0,United Kingdom,53.87725700109119
569365,25049,PRODUCT_458,83,10/18/2012 12:00,2.5064221560604114,,Italy,208.03303895301414
569366,26801,PRODUCT_157,40,10/18/2012 12:30,12.421099514702728,12925.0,United Kingdom,496.84398058810916
569367,20930,PRODUCT_302,21,10/18/2012 13:00,6.976838205776053,13266.0,United Kingdom,146.5136023212971
569368,28123,PRODUCT_190,40,10/18/2012 13:30,7.908213924552451,15663.0,United Kingdom,316.32855698209806
569369,20582,PRODUCT_184,94,10/18/2012 14:00,2.8589166886096518,16613.0,United Kingdom,268.7381687293073
569370,H2130,PRODUCT_90,48,10/18/2012 14:30,9.466813850384526,17044.0,United Kingdom,454.40706481845723
569371,21892,PRODUCT_104,57,10/18/2012 15:00,5.117378343308459,17404.0,United Kingdom,291.6905655685822
569372,25779,PRODUCT_95,17,10/18/2012 15:30,2.8978335385482694,14320.0,United Kingdom,49.26317015532058
569373,25265,PRODUCT_450,52,10/18/2012 16:00,0.19779539420199477,13593.0,France,10.285360498503728
569374,K3366,PRODUCT_293,75,10/18/2012 16:30,5.909831895274937,13407.0,United Kingdom,443.2373921456203
569375,Y5538,PRODUCT_497,29,10/18/2012 17:00,9.945331443137404,15119.0,United Kingdom,288.4146118509847
569376,Y1123,PRODUCT_48,27,10/18/2012 17:30,3.1295854359912845,12561.0,United Kingdom,84.49880677176468
569377,26979,PRODUCT_426,51,10/18/2012 18:00,6.664749739114761,,United Kingdom,339.90223669485283
569378,27560,PRODUCT_265,2,10/18/2012 18:30,1.9355541685399942,,United Kingdom,3.8711083370799884
569379,24627,PRODUCT_212,35,10/18/2012 19:00,4.99139459909791,15597.0,United Kingdom,174.69881096842684
569380,21764,PRODUCT_412,51,10/18/2012 19:30,1.0740469347320252,17730.0,United Kingdom,54.77639367133328
569381,20835,PRODUCT_481,68,10/18/2012 20:00,7.6896564128885405,15253.0,Germany,522.8966360764208
569382,22697,PRODUCT_25,38,10/18/2012 20:30,0.761751602154181,,United Kingdom,28.94656088185888
569383,24228,PRODUCT_321,20,10/18/2012 21:00,4.925907053443337,14670.0,United Kingdom,98.51814106886675
569384,27134,PRODUCT_333,1,10/18/2012 21:30,4.784643106855722,17268.0,Portugal,4.784643106855722
569385,28257,PRODUCT_347,60,10/18/2012 22:00,11.23296296675042,16446.0,United Kingdom,673.9777780050252
569386,27873,PRODUCT_29,45,10/18/2012 22:30,2.536509711534439,,United Kingdom,114.14293701904975
569387,26630,PRODUCT_146,58,10/18/2012 23:00,0.8939979083981511,14795.0,Germany,51.851878687092764
569388,23154,PRODUCT_194,11,10/18/2012 23:30,7.002161939601583,,Spain,77.02378133561741
569389,24350,PRODUCT_76,41,10/19/2012 00:00,0.6187181588704505,15060.0,United Kingdom,25.36744451368847
569390,29718,PRODUCT_343,65,10/19/2012 00:30,7.09995883312268,,United Kingdom,461.4973241529742
569391,23136,PRODUCT_420,57,10/19/2012 01:00,4.828307679924563,16443.0,United Kingdom,275.2135377557001
569392,25745,PRODUCT_264,34,10/19/2012 01:30,0.3741774018437387,12433.0,United Kingdom,12.722031662687115
569393,23987,PRODUCT_293,99,10/19/2012 02:00,0.01691241368535401,,United Kingdom,1.674328954850047
569394,29894,PRODUCT_103,8,10/19/2012 02:30,3.5473212595069197,13648.0,United Kingdom,28.378570076055357
569395,29508,PRODUCT_317,13,10/19/2012 03:00,1.678325539017198,12861.0,United Kingdom,21.818232007223575
569396,20947,PRODUCT_323,66,10/19/2012 03:30,3.9086933139577793,17972.0,United Kingdom,257.9737587212134
569397,22237,PRODUCT_322,17,10/19/2012 04:00,2.008865692953706,15889.0,Spain,34.150716780213
569398,29552,PRODUCT_475,92,10/19/2012 04:30,0.07301048788475573,12304.0,United Kingdom,6.716964885397527
569399,25049,PRODUCT_287,43,10/19/2012 05:00,8.727509507086747,17709.0,United Kingdom,375.28290880473014
569400,22744,PRODUCT_128,53,10/19/2012 05:30,1.8846887519295206,,United Kingdom,99.88850385226459
569401,23088,PRODUCT_4,98,10/19/2012 06:00,4.741759262225481,16587.0,United Kingdom,464.69240769809716
569402,25244,PRODUCT_321,45,10/19/2012 06:30,2.7430998275016547,,United Kingdom,123.43949223757446
569403,24778,PRODUCT_454,96,10/19/2012 07:00,7.3086588296810495,12151.0,United Kingdom,701.6312476493807
569404,24272,PRODUCT_8,8,10/19/2012 07:30,5.401169838668147,15037.0,United Kingdom,43.209358709345175
569405,22649,PRODUCT_417,28,10/19/2012 08:00,0.3405591501373362,15827.0,United Kingdom,9.535656203845413
569406,26257,PRODUCT_275,73,10/19/2012 08:30,0.8034164618323665,14900.0,United Kingdom,58.64940171376276
569407,22898,PRODUCT_203,58,10/19/2012 09:00,5.916881438709327,,United Kingdom,343.17912344514093
569408,21632,PRODUCT_286,74,10/19/2012 09:30,6.243227395814401,12926.0,United Kingdom,461.9988272902657
569409,24099,PRODUCT_489,92,10/19/2012 10:00,8.323732764453133,13490.0,United Kingdom,765.7834143296883
569410,28013,PRODUCT_310,38,10/19/2012 10:30,1.53683117962155,17612.0,United Kingdom,58.399584825618895
569411,21476,PRODUCT_457,83,10/19/2012 11:00,4.020855230153586,14399.0,United Kingdom,333.73098410274764
569412,26955,PRODUCT_329,88,10/19/2012 11:30,2.1503686260435826,14984.0,Belgium,189.23243909183526
569413,25505,PRODUCT_103,5,10/19/2012 12:00,5.934995590773153,14769.0,United Kingdom,29.674977953865763
569414,29394,PRODUCT_352,21,10/19/2012 12:30,1.592492830450451,,United Kingdom,33.44234943945947
569415,28823,PRODUCT_189,50,10/19/2012 13:00,1.1112847640840813,12439.0,United Kingdom,55.56423820420407
569416,28078,PRODUCT_297,76,10/19/2012 13:30,2.993153522764765,14475.0,United Kingdom,227.47966773012215
569417,20505,PRODUCT_204,77,10/19/2012 14:00,1.6402156264633838,13982.0,United Kingdom,126.29660323768056
569418,24297,PRODUCT_73,23,10/19/2012 14:30,2.704126263486559,,United Kingdom,62.19490406019085
569419,24098,PRODUCT_463,39,10/19/2012 15:00,7.071452016140347,13064.0,United Kingdom,275.7866286294735
569420,22782,PRODUCT_145,61,10/19/2012 15:30,0.899583711288698,14148.0,France,54.87460638861057
569421,24227,PRODUCT_9,27,10/19/2012 16:00,3.2995179744848393,15336.0,United Kingdom,89.08698531109066
569422,J6872,PRODUCT_69,46,10/19/2012 16:30,6.091646533867623,17316.0,United Kingdom,280.21574055791064
569423,23209,PRODUCT_356,29,10/19/2012 17:00,8.06148896413281,13856.0,Netherlands,233.78317995985148
569424,28123,PRODUCT_100,27,10/19/2012 17:30,2.3183444988616833,16417.0,United Kingdom,62.59530146926545
569425,23722,PRODUCT_278,23,10/19/2012 18:00,1.9878597758623617,15529.0,United Kingdom,45.72077484483432
569426,L6180,PRODUCT_216,30,10/19/2012 18:30,0.18326757142963057,,United Kingdom,5.498027142888917
569427,25138,PRODUCT_123,10,10/19/2012 19:00,3.755048801004942,15852.0,United Kingdom,37.55048801004942
569428,26787,PRODUCT_365,99,10/19/2012 19:30,5.0970969349396995,14403.0,United Kingdom,504.61259655903024
569429,28794,PRODUCT_44,81,10/19/2012 20:00,5.038787918526946,,United Kingdom,408.14182140068266
569430,21645,PRODUCT_54,52,10/19/2012 20:30,6.526220738058054,13453.0,Australia,339.36347837901883
569431,22271,PRODUCT_479,82,10/19/2012 21:00,4.766241766919657,16493.0,United Kingdom,390.83182488741187
569432,22667,PRODUCT_81,52,10/19/2012 21:30,5.147684162111282,,United Kingdom,267.67957642978666
569433,23862,PRODUCT_167,91,10/19/2012 22:00,1.0123121522845429,14383.0,United Kingdom,92.1204058578934
569434,22014,PRODUCT_135,64,10/19/2012 22:30,4.280791150312927,17723.0,Netherlands,273.97063362002734
569435,25161,PRODUCT_206,9,10/19/2012 23:00,2.037185128328508,,United Kingdom,18.334666154956572
569436,20173,PRODUCT_164,83,10/19/2012 23:30,3.0652695071767715,16180.0,United Kingdom,254.41736909567203
569437,27556,PRODUCT_237,87,10/20/2012 00:00,0.4206865055754392,14046.0,United Kingdom,36.59972598506321
569438,22882,PRODUCT_472,7,10/20/2012 00:30,3.0417338478370506,13514.0,United Kingdom,21.292136934859354
569439,25762,PRODUCT_125,84,10/20/2012 01:00,6.0363843505499295,13764.0,United Kingdom,507.05628544619407
569440,21319,PRODUCT_476,28,10/20/2012 01:30,9.418289426991068,12503.0,United Kingdom,263.7121039557499
569441,22925,PRODUCT_183,19,10/20/2012 02:00,3.3936363777982077,,United Kingdom,64.47909117816594
569442,21549,PRODUCT_472,37,10/20/2012 02:30,2.2483954620654396,17549.0,United Kingdom,83.19063209642127
569443,21019,PRODUCT_264,91,10/20/2012 03:00,0.27232463472861657,15193.0,United Kingdom,24.78154176030411
569444,25435,PRODUCT_89,23,10/20/2012 03:30,1.4078852093469916,,United Kingdom,32.381359814980804
569445,26273,PRODUCT_30,16,10/20/2012 04:00,8.431545998253721,15567.0,United Kingdom,134.90473597205954
569446,22669,PRODUCT_223,13,10/20/2012 04:30,4.569887114801491,13647.0,United Kingdom,59.408532492419376
569447,27284,PRODUCT_136,78,10/20/2012 05:00,5.747894440377083,15518.0,United Kingdom,448.33576634941244
569448,28970,PRODUCT_473,27,10/20/2012 05:30,0.5394022704569226,12138.0,United Kingdom,14.56386130233691
569449,23477,PRODUCT_410,67,10/20/2012 06:00,2.355490946193318,,United Kingdom,157.8178933949523
569450,28494,PRODUCT_427,46,10/20/2012 06:30,3.031571429199092,17993.0,United Kingdom,139.45228574315823
569451,24682,PRODUCT_104,57,10/20/2012 07:00,3.318442488128662,14216.0,United Kingdom,189.15122182333374
569452,21702,PRODUCT_465,58,10/20/2012 07:30,4.2056287505166665,,United Kingdom,243.92646752996666
569453,21748,PRODUCT_30,71,10/20/2012 08:00,1.2400595055278094,12883.0,United Kingdom,88.04422489247447
569454,25163,PRODUCT_42,98,10/20/2012 08:30,4.651214291681095,14117.0,United Kingdom,455.8190005847473
569455,26381,PRODUCT_459,90,10/20/2012 09:00,1.8175118132527803,14460.0,United Kingdom,163.57606319275024
569456,22218,PRODUCT_218,26,10/20/2012 09:30,4.670788828340942,12998.0,United Kingdom,121.44050953686448
569457,29156,PRODUCT_402,81,10/20/2012 10:00,2.653634459203393,14780.0,United Kingdom,214.94439119547482
569458,23600,PRODUCT_213,15,10/20/2012 10:30,3.3835831428058696,15204.0,United Kingdom,50.753747142088045
569459,23942,PRODUCT_435,56,10/20/2012 11:00,7.685947756283299,12704.0,United Kingdom,430.41307435186474
569460,23347,PRODUCT_114,13,10/20/2012 11:30,5.467150545327263,15809.0,United Kingdom,71.07295708925442
569461,24605,PRODUCT_15,75,10/20/2012 12:00,7.855903736064586,17151.0,United Kingdom,589.192780204844
569462,T6712,PRODUCT_386,81,10/20/2012 12:30,0.6299743675856444,17565.0,United Kingdom,51.0279237744372
569463,27333,PRODUCT_321,55,10/20/2012 13:00,5.219086768555491,15409.0,United Kingdom,287.049772270552
569464,20845,PRODUCT_233,20,10/20/2012 13:30,2.5336893354451613,15147.0,Belgium,50.67378670890322
569465,25313,PRODUCT_219,96,10/20/2012 14:00,7.31680966910976,,United Kingdom,702.413728234537
569466,21607,PRODUCT_249,48,10/20/2012 14:30,3.8363310782122433,14087.0,United Kingdom,184.14389175418768
569467,22070,PRODUCT_239,88,10/20/2012 15:00,3.3450565192369917,13286.0,United Kingdom,294.36497369285524
569468,21542,PRODUCT_278,89,10/20/2012 15:30,2.565834626089012,16094.0,United Kingdom,228.35928172192206
569469,23987,PRODUCT_71,14,10/20/2012 16:00,2.7634359788558633,,United Kingdom,38.68810370398209
569470,29421,PRODUCT_331,27,10/20/2012 16:30,5.2813001494398915,17958.0,EIRE,142.59510403487707
569471,20324,PRODUCT_380,55,10/20/2012 17:00,2.528692776078245,,United Kingdom,139.07810268430347
569472,25582,PRODUCT_76,79,10/20/2012 17:30,5.774619142367725,14765.0,United Kingdom,456.1949122470503
569473,20093,PRODUCT_252,94,10/20/2012 18:00,6.110475493965349,17890.0,United Kingdom,574.3846964327428
569474,26618,PRODUCT_375,41,10/20/2012 18:30,4.40211012966239,17608.0,United Kingdom,180.48651531615798
569475,27114,PRODUCT_250,24,10/20/2012 19:00,0.21714106758759621,13554.0,Australia,5.211385622102309
569476,25610,PRODUCT_17,8,10/20/2012 19:30,10.338420967201834,15059.0,United Kingdom,82.70736773761467
569477,27882,PRODUCT_250,61,10/20/2012 20:00,3.651921628134409,,United Kingdom,222.76721931619895
569478,24803,PRODUCT_139,4,10/20/2012 20:30,0.9049412438890201,13857.0,United Kingdom,3.6197649755560803
569479,28638,PRODUCT_365,70,10/20/2012 21:00,2.434635630296562,13452.0,United Kingdom,170.42449412075936
569480,24595,PRODUCT_185,14,10/20/2012 21:30,6.013503401343006,17730.0,United Kingdom,84.18904761880208
569481,28499,PRODUCT_144,98,10/20/2012 22:00,5.116106649052197,16848.0,United Kingdom,501.3784516071153
569482,20930,PRODUCT_325,64,10/20/2012 22:30,4.150767916173395,13011.0,United Kingdom,265.6491466350973
569483,26943,PRODUCT_129,6,10/20/2012 23:00,1.9073587302294377,13785.0,United Kingdom,11.444152381376625
569484,20775,PRODUCT_26,24,10/20/2012 23:30,1.3832884973450508,17516.0,United Kingdom,33.19892393628122
569485,25993,PRODUCT_153,6,10/21/2012 00:00,3.6208314326287745,,United Kingdom,21.724988595772647
569486,26318,PRODUCT_133,4,10/21/2012 00:30,0.6726886713530895,,United Kingdom,2.690754685412358
569487,27008,PRODUCT_368,39,10/21/2012 01:00,5.000461383124383,12243.0,United Kingdom,195.01799394185096
569488,27704,PRODUCT_104,23,10/21/2012 01:30,2.642352162551736,12776.0,United Kingdom,60.77409973868993
569489,25163,PRODUCT_101,53,10/21/2012 02:00,1.7838173138440179,17975.0,Norway,94.54231763373295
569490,29034,PRODUCT_273,31,10/21/2012 02:30,6.261091198265695,12650.0,United Kingdom,194.09382714623655
569491,22932,PRODUCT_69,78,10/21/2012 03:00,2.4446511938944155,17531.0,United Kingdom,190.6827931237644
569492,23531,PRODUCT_170,43,10/21/2012 03:30,4.520880667577355,15635.0,United Kingdom,194.39786870582628
569493,29157,PRODUCT_492,65,10/21/2012 04:00,6.0405923730971365,,United Kingdom,392.63850425131386
569494,27473,PRODUCT_5,46,10/21/2012 04:30,1.736420044362149,12440.0,United Kingdom,79.87532204065884
569495,27596,PRODUCT_284,57,10/21/2012 05:00,4.961067259971829,15103.0,United Kingdom,282.7808338183942
569496,20873,PRODUCT_62,78,10/21/2012 05:30,1.4872599669800053,16539.0,United Kingdom,116.00627742444041
569497,24723,PRODUCT_274,82,10/21/2012 06:00,4.10540936050281,17070.0,United Kingdom,336.6435675612304
569498,21544,PRODUCT_256,73,10/21/2012 06:30,0.343181827328666,15665.0,United Kingdom,25.052273394992618
569499,28981,PRODUCT_347,92,10/21/2012 07:00,12.686087484763217,17891.0,United Kingdom,1167.120048598216
569500,23290,PRODUCT_421,15,10/21/2012 07:30,7.759573663132752,15168.0,Portugal,116.39360494699127
569501,P1484,PRODUCT_479,12,10/21/2012 08:00,8.560308451330538,13248.0,United Kingdom,102.72370141596646
569502,24433,PRODUCT_395,55,10/21/2012 08:30,2.907553884526269,16718.0,Belgium,159.9154636489448
569503,21347,PRODUCT_177,12,10/21/2012 09:00,3.456857622730913,16964.0,United Kingdom,41.48229147277095
569504,29075,PRODUCT_378,88,10/21/2012 09:30,6.614492005005419,,Norway,582.0752964404768
569505,27369,PRODUCT_319,37,10/21/2012 10:00,5.569089515160058,17450.0,United Kingdom,206.05631206092212
569506,29490,PRODUCT_409,73,10/21/2012 10:30,7.658805504451328,,United Kingdom,559.092801824947
569507,22850,PRODUCT_254,63,10/21/2012 11:00,3.4247455311350508,12059.0,United Kingdom,215.7589684615082
569508,21523,PRODUCT_51,11,10/21/2012 11:30,7.683609507471306,16967.0,United Kingdom,84.51970458218437
569509,29371,PRODUCT_135,83,10/21/2012 12:00,4.406514483308886,14061.0,United Kingdom,365.74070211463754
569510,29796,PRODUCT_370,3,10/21/2012 12:30,9.836078630998486,12177.0,United Kingdom,29.508235892995458
569511,26554,PRODUCT_143,19,10/21/2012 13:00,2.089790294736133,16390.0,United Kingdom,39.70601559998653
569512,22781,PRODUCT_384,66,10/21/2012 13:30,5.316127018884069,17127.0,United Kingdom,350.86438324634855
569513,24261,PRODUCT_449,97,10/21/2012 14:00,7.6139449474127066,16363.0,United Kingdom,738.5526598990325
569514,28014,PRODUCT_97,49,10/21/2012 14:30,1.697292454288264,12633.0,United Kingdom,83.16733026012493
569515,28468,PRODUCT_395,22,10/21/2012 15:00,1.2298655363018556,15755.0,United Kingdom,27.057041798640824
569516,22002,PRODUCT_353,90,10/21/2012 15:30,2.1410147174220304,15486.0,Channel Islands,192.69132456798275
569517,27127,PRODUCT_108,47,10/21/2012 16:00,1.324497227939645,12420.0,United Kingdom,62.251369713163314
569518,27413,PRODUCT_73,43,10/21/2012 16:30,1.7919206944225419,17722.0,United Kingdom,77.0525898601693
569519,22639,PRODUCT_210,65,10/21/2012 17:00,1.1928735834395958,16407.0,United Kingdom,77.53678292357372
569520,26610,PRODUCT_104,21,10/21/2012 17:30,0.6500240129160604,13762.0,United Kingdom,13.650504271237267
569521,I3657,PRODUCT_221,52,10/21/2012 18:00,2.5539058587706673,13364.0,United Kingdom,132.8031046560747
569522,26784,PRODUCT_356,6,10/21/2012 18:30,3.453542411736816,14095.0,United Kingdom,20.721254470420895
569523,28093,PRODUCT_366,77,10/21/2012 19:00,6.912268630606974,16876.0,Switzerland,532.244684556737
569524,21977,PRODUCT_332,8,10/21/2012 19:30,0.28163372265939746,12174.0,United Kingdom,2.2530697812751797
569525,27861,PRODUCT_483,96,10/21/2012 20:00,3.7807690939862244,12054.0,United Kingdom,362.95383302267754
569526,29593,PRODUCT_409,87,10/21/2012 20:30,2.806114179908799,,United Kingdom,244.1319336520655
569527,23087,PRODUCT_73,75,10/21/2012 21:00,4.127928775170094,16628.0,Italy,309.59465813775705
569528,21042,PRODUCT_243,65,10/21/2012 21:30,4.9032039294084795,15353.0,United Kingdom,318.7082554115512
569529,24716,PRODUCT_44,90,10/21/2012 22:00,8.503717749213216,15411.0,United Kingdom,765.3345974291894
569530,23723,PRODUCT_375,42,10/21/2012 22:30,7.50192144475003,12786.0,United Kingdom,315.08070067950126
569531,27689,PRODUCT_297,65,10/21/2012 23:00,3.2575307337739283,14693.0,United Kingdom,211.73949769530535
569532,27993,PRODUCT_447,5,10/21/2012 23:30,1.535453831390929,17852.0,United Kingdom,7.677269156954645
569533,22482,PRODUCT_231,54,10/22/2012 00:00,5.7674361488555705,14920.0,United Kingdom,311.4415520382008
569534,21926,PRODUCT_209,94,10/22/2012 00:30,0.7203033242569914,14972.0,United Kingdom,67.7085124801572
569535,28724,PRODUCT_253,48,10/22/2012 01:00,2.4908519727125213,13503.0,United Kingdom,119.56089469020102
569536,27291,PRODUCT_364,89,10/22/2012 01:30,0.42257579542155455,,United Kingdom,37.60924579251835
569537,L3784,PRODUCT_430,59,10/22/2012 02:00,8.542794385953194,13861.0,United Kingdom,504.0248687712384
569538,23596,PRODUCT_396,79,10/22/2012 02:30,1.214048009467362,15278.0,United Kingdom,95.9097927479216
569539,22342,PRODUCT_321,95,10/22/2012 03:00,2.9952506538203254,16011.0,United Kingdom,284.54881211293093
569540,K4167,PRODUCT_202,93,10/22/2012 03:30,6.1819980829544185,12337.0,United Kingdom,574.9258217147609
569541,25473,PRODUCT_452,75,10/22/2012 04:00,2.764983935981281,14219.0,United Kingdom,207.37379519859607
569542,29636,PRODUCT_148,44,10/22/2012 04:30,4.3652084100494255,17525.0,United Kingdom,192.06917004217473
569543,29850,PRODUCT_248,63,10/22/2012 05:00,0.6650475099499813,13675.0,United Kingdom,41.897993126848824
569544,23415,PRODUCT_76,54,10/22/2012 05:30,2.665290702420327,,United Kingdom,143.92569793069765
569545,Y2804,PRODUCT_40,39,10/22/2012 06:00,0.88477237643747,12889.0,United Kingdom,34.50612268106133
569546,24337,PRODUCT_66,45,10/22/2012 06:30,6.800249162798291,,United Kingdom,306.0112123259231
569547,20563,PRODUCT_364,54,10/22/2012 07:00,7.503548159618095,15328.0,United Kingdom,405.19160061937714
569548,P4323,PRODUCT_485,70,10/22/2012 07:30,7.067757858629432,16928.0,United Kingdom,494.7430501040602
569549,20233,PRODUCT_308,78,10/22/2012 08:00,2.069581686991167,15085.0,United Kingdom,161.42737158531102
569550,29810,PRODUCT_114,77,10/22/2012 08:30,2.8385590945141237,,United Kingdom,218.56905027758754
569551,29389,PRODUCT_426,48,10/22/2012 09:00,1.5456802338306042,16294.0,United Kingdom,74.192651223869
569552,28270,PRODUCT_31,22,10/22/2012 09:30,7.107368259793954,17869.0,United Kingdom,156.362101715467
569553,Y9069,PRODUCT_399,19,10/22/2012 10:00,1.8182831504340937,15998.0,United Kingdom,34.54737985824778
569554,U9984,PRODUCT_273,28,10/22/2012 10:30,5.749734083185797,,France,160.9925543292023
569555,21494,PRODUCT_15,41,10/22/2012 11:00,0.17568947136406088,12787.0,United Kingdom,7.203268325926496
569556,29582,PRODUCT_231,22,10/22/2012 11:30,0.3112868431746154,13035.0,United Kingdom,6.848310549841539
569557,27680,PRODUCT_175,12,10/22/2012 12:00,4.431204086562018,15853.0,United Kingdom,53.174449038744214
569558,24302,PRODUCT_254,21,10/22/2012 12:30,3.530840132499871,13153.0,United Kingdom,74.14764278249729
569559,29842,PRODUCT_166,26,10/22/2012 13:00,4.01504182273775,12154.0,United Kingdom,104.3910873911815
569560,27555,PRODUCT_191,55,10/22/2012 13:30,2.8824461558793213,14625.0,United Kingdom,158.53453857336268
569561,22257,PRODUCT_121,87,10/22/2012 14:00,10.291721860391458,13730.0,United Kingdom,895.3798018540568
569562,21055,PRODUCT_278,91,10/22/2012 14:30,1.7863956649472392,14821.0,United Kingdom,162.56200551019876
569563,Y4060,PRODUCT_363,66,10/22/2012 15:00,3.7964174554085597,17833.0,United Kingdom,250.56355205696494
569564,28627,PRODUCT_44,6,10/22/2012 15:30,9.236316291265094,15672.0,United Kingdom,55.417897747590565
569565,28990,PRODUCT_38,3,10/22/2012 16:00,1.0046081790452428,14207.0,United Kingdom,3.0138245371357284
569566,24197,PRODUCT_55,84,10/22/2012 16:30,6.063159179842581,,United Kingdom,509.30537110677676
569567,R5531,PRODUCT_380,57,10/22/2012 17:00,7.627985223528966,12070.0,United Kingdom,434.79515774115106
569568,25414,PRODUCT_255,30,10/22/2012 17:30,5.037806537966966,16465.0,United Kingdom,151.13419613900896
569569,25749,PRODUCT_298,5,10/22/2012 18:00,4.344065926473361,13419.0,United Kingdom,21.720329632366806
569570,21291,PRODUCT_404,50,10/22/2012 18:30,2.423398277378992,15681.0,United Kingdom,121.16991386894959
569571,29332,PRODUCT_408,29,10/22/2012 19:00,1.6855208178782708,13099.0,United Kingdom,48.880103718469854
569572,24031,PRODUCT_17,90,10/22/2012 19:30,3.0646164254180137,16023.0,United Kingdom,275.81547828762126
569573,27269,PRODUCT_250,66,10/22/2012 20:00,2.569049571668115,14431.0,Italy,169.5572717300956
569574,26119,PRODUCT_52,74,10/22/2012 20:30,5.091160000886494,13558.0,United Kingdom,376.74584006560053
569575,23026,PRODUCT_249,94,10/22/2012 21:00,6.292432131620227,,United Kingdom,591.4886203723014
569576,29628,PRODUCT_152,5,10/22/2012 21:30,5.481246209309717,14894.0,United Kingdom,27.406231046548584
569577,20508,PRODUCT_234,31,10/22/2012 22:00,9.587225205325913,14361.0,United Kingdom,297.2039813651033
569578,28172,PRODUCT_16,96,10/22/2012 22:30,2.1102468163403403,,United Kingdom,202.58369436867267
569579,28068,PRODUCT_150,56,10/22/2012 23:00,5.670820355620778,13072.0,United Kingdom,317.5659399147636
569580,24153,PRODUCT_201,66,10/22/2012 23:30,1.0070974791499654,13387.0,United Kingdom,66.46843362389771
569581,21564,PRODUCT_49,40,10/23/2012 00:00,0.7217948995332994,,United Kingdom,28.871795981331978
569582,28114,PRODUCT_174,56,10/23/2012 00:30,2.7807201290686194,15007.0,United Kingdom,155.7203272278427
569583,26482,PRODUCT_238,36,10/23/2012 01:00,0.37129187143780307,16226.0,Norway,13.36650737176091
569584,27730,PRODUCT_101,73,10/23/2012 01:30,1.4906385134186504,15978.0,United Kingdom,108.81661147956147
569585,27600,PRODUCT_438,27,10/23/2012 02:00,7.502969223539983,13319.0,United Kingdom,202.58016903557956
569586,22641,PRODUCT_422,91,10/23/2012 02:30,1.0752156014256693,13522.0,United Kingdom,97.84461972973591
569587,23389,PRODUCT_293,1,10/23/2012 03:00,5.550407072707051,13188.0,United Kingdom,5.550407072707051
569588,21380,PRODUCT_117,15,10/23/2012 03:30,6.9257674261577975,16233.0,United Kingdom,103.88651139236697
569589,24948,PRODUCT_326,7,10/23/2012 04:00,4.9575714934708355,13032.0,United Kingdom,34.70300045429585
569590,29248,PRODUCT_283,52,10/23/2012 04:30,4.478671653018724,12755.0,United Kingdom,232.89092595697363
569591,27067,PRODUCT_294,80,10/23/2012 05:00,4.742899814545867,17502.0,United Kingdom,379.4319851636693
569592,29819,PRODUCT_444,19,10/23/2012 05:30,9.467079743013949,15129.0,United Kingdom,179.87451511726502
569593,25709,PRODUCT_230,93,10/23/2012 06:00,1.357605581151942,14126.0,Switzerland,126.25731904713061
569594,24886,PRODUCT_88,40,10/23/2012 06:30,0.6348689067157878,14013.0,United Kingdom,25.39475626863151
569595,26061,PRODUCT_126,84,10/23/2012 07:00,3.661327244615719,14690.0,United Kingdom,307.5514885477204
569596,28183,PRODUCT_324,69,10/23/2012 07:30,5.186956825252032,13482.0,United Kingdom,357.90002094239026
569597,23477,PRODUCT_403,38,10/23/2012 08:00,4.5772840282000455,17950.0,United Kingdom,173.93679307160173
569598,20421,PRODUCT_92,2,10/23/2012 08:30,7.90095719817407,15074.0,United Kingdom,15.80191439634814
569599,21376,PRODUCT_433,26,10/23/2012 09:00,7.919032002239118,16697.0,United Kingdom,205.89483205821708
569600,29753,PRODUCT_278,26,10/23/2012 09:30,5.44283851848609,14644.0,Switzerland,141.51380148063834
569601,24998,PRODUCT_270,82,10/23/2012 10:00,2.8799263453767274,16098.0,Switzerland,236.15396032089166
569602,21086,PRODUCT_353,12,10/23/2012 10:30,5.726444887425372,17982.0,United Kingdom,68.71733864910446
569603,24651,PRODUCT_492,86,10/23/2012 11:00,3.919132236138896,13335.0,United Kingdom,337.04537230794506
569604,23508,PRODUCT_314,6,10/23/2012 11:30,4.4853939911649086,,United Kingdom,26.91236394698945
569605,20232,PRODUCT_471,59,10/23/2012 12:00,4.3088282526230115,13007.0,United Kingdom,254.22086690475768
569606,27766,PRODUCT_173,19,10/23/2012 12:30,2.588045620371118,13571.0,United Kingdom,49.17286678705125
569607,27719,PRODUCT_4,6,10/23/2012 13:00,6.104554208336341,13355.0,United Kingdom,36.627325250018046
569608,26939,PRODUCT_167,70,10/23/2012 13:30,0.11314065053208644,13453.0,United Kingdom,7.919845537246051
